I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
81,79,-2,-80,41,39,15,214,225,346,418,214
82,82,0,-82,41,41,7,183,188,294,377,197
83,84,1,-83,41,43,-3,154,155,249,339,177
79,84,5,-82,37,45,-13,127,129,209,300,157
80,84,4,-82,38,45,-24,103,106,176,274,139
76,82,6,-79,35,44,-30,81,87,148,244,126
73,78,5,-76,34,42,-31,63,70,126,224,118
74,75,2,-74,36,39,-38,49,53,106,208,112
71,70,-1,-71,36,35,-48,40,38,88,190,105
72,66,-6,-69,39,30,-52,33,23,71,179,105
69,61,-8,-65,38,27,-52,26,11,52,160,108
65,55,-10,-60,38,23,-51,22,2,39,152,107
62,50,-13,-56,38,19,-51,18,-6,30,145,104
57,48,-9,-53,33,20,-53,14,-11,19,135,96
57,52,-5,-54,31,23,-58,10,-15,11,132,87
55,55,0,-55,27,28,-59,4,-19,2,119,77
54,58,3,-56,26,31,-57,0,-23,-4,110,68
57,60,2,-59,28,31,-61,-3,-26,-7,103,65
58,59,1,-59,28,30,-66,-3,-26,-10,94,64
62,58,-4,-60,33,28,-67,-4,-28,-12,94,66
63,56,-7,-60,35,25,-66,-7,-30,-17,87,71
62,54,-7,-58,35,23,-64,-9,-31,-20,86,72
59,54,-6,-56,33,24,-64,-13,-33,-23,84,71
52,51,0,-52,26,26,-65,-16,-33,-25,78,67
48,50,3,-49,23,27,-67,-18,-32,-24,79,63
45,50,5,-47,20,27,-66,-20,-32,-24,72,62
45,49,4,-47,21,26,-60,-20,-33,-23,73,63
49,48,-1,-48,25,24,-64,-21,-33,-22,74,64
50,45,-5,-47,28,20,-71,-22,-31,-22,72,62
56,44,-12,-50,34,16,-72,-22,-32,-22,77,60
59,43,-16,-51,37,14,-70,-23,-35,-27,71,59
58,45,-14,-52,36,16,-67,-22,-35,-28,70,57
57,49,-8,-53,33,21,-66,-23,-34,-28,68,58
54,51,-3,-52,28,24,-67,-22,-34,-29,64,56
54,52,-2,-53,29,25,-70,-20,-34,-26,71,55
54,51,-2,-53,28,25,-69,-22,-37,-28,69,54
54,50,-4,-52,29,23,-63,-25,-42,-29,74,53
56,52,-4,-54,30,24,-65,-26,-46,-29,73,51
54,54,0,-54,27,27,-70,-27,-48,-30,65,46
55,55,0,-55,28,28,-72,-25,-47,-27,67,47
53,54,1,-53,26,27,-73,-23,-43,-28,60,51
52,51,-1,-51,26,25,-68,-22,-40,-27,60,51
52,48,-4,-50,28,22,-62,-24,-38,-28,58,49
50,44,-6,-47,28,19,-61,-25,-36,-29,50,44
52,41,-10,-46,31,16,-64,-23,-36,-28,51,40
51,39,-12,-45,32,14,-64,-26,-37,-29,45,41
52,37,-15,-45,33,12,-59,-28,-38,-28,47,44
53,37,-16,-45,34,11,-61,-28,-39,-26,49,50
49,35,-14,-42,32,11,-65,-28,-40,-25,49,55
52,35,-17,-43,34,9,-67,-29,-44,-24,53,57
54,35,-19,-44,36,8,-69,-33,-47,-28,47,56
55,36,-18,-46,37,9,-66,-34,-48,-28,48,55
56,40,-16,-48,36,12,-64,-35,-47,-27,47,56
53,41,-11,-47,32,15,-63,-35,-45,-27,42,55
51,42,-9,-47,30,17,-65,-33,-42,-24,45,55
50,43,-7,-47,29,18,-62,-34,-41,-25,40,55
51,43,-8,-47,30,18,-55,-34,-40,-23,44,56
52,45,-7,-48,30,19,-54,-31,-41,-20,48,58
47,44,-3,-46,26,20,-55,-27,-40,-16,50,58
46,45,-2,-46,24,21,-53,-23,-37,-14,57,58
43,44,2,-43,21,23,-50,-21,-31,-17,52,59
40,41,1,-41,20,21,-49,-21,-32,-20,52,57
41,38,-3,-40,22,18,-52,-23,-39,-23,49,55
42,36,-5,-39,23,16,-53,-26,-41,-26,44,53
48,38,-10,-43,29,14,-53,-28,-43,-25,49,53
50,37,-13,-44,31,12,-52,-32,-44,-28,42,51
50,35,-15,-43,33,10,-49,-34,-45,-32,40,47
53,35,-18,-44,36,9,-50,-33,-45,-33,38,44
53,35,-18,-44,36,8,-51,-31,-43,-34,34,40
53,37,-16,-45,35,10,-50,-28,-42,-33,39,42
48,39,-9,-43,28,15,-48,-27,-39,-35,35,46
46,38,-7,-42,27,16,-49,-29,-40,-34,35,49
47,38,-10,-43,29,14,-54,-34,-44,-34,31,54
45,39,-6,-42,25,16,-54,-37,-44,-35,24,56
45,43,-2,-44,24,21,-53,-37,-44,-34,27,58
47,46,-1,-46,24,23,-51,-37,-43,-34,21,59
52,47,-5,-49,28,21,-46,-35,-41,-30,22,59
56,47,-8,-51,32,20,-49,-35,-43,-28,23,60
54,45,-9,-50,32,18,-54,-35,-44,-28,22,58
58,43,-14,-51,36,15,-55,-35,-46,-27,26,59
58,40,-18,-49,38,11,-55,-37,-46,-30,18,61
59,39,-20,-49,40,9,-52,-38,-46,-30,17,62
60,39,-21,-49,40,9,-50,-39,-47,-30,13,64
59,37,-22,-48,40,8,-52,-40,-46,-31,9,63
63,37,-26,-50,44,5,-57,-39,-46,-30,15,61
61,37,-23,-49,42,7,-56,-39,-46,-32,11,59
58,40,-18,-49,38,11,-47,-37,-45,-32,14,54
54,41,-13,-47,34,14,-47,-37,-44,-31,14,50
44,38,-6,-41,25,16,-49,-36,-42,-30,9,43
42,34,-8,-38,25,13,-48,-35,-42,-30,9,41
39,27,-12,-33,25,7,-45,-35,-43,-34,-1,41
40,23,-16,-32,28,4,-43,-36,-46,-36,-5,40
45,24,-21,-35,33,2,-44,-39,-50,-39,-10,41
45,25,-20,-35,33,2,-47,-42,-51,-40,-14,39
49,28,-21,-38,35,3,-51,-44,-51,-38,-7,38
49,31,-18,-40,34,7,-51,-47,-51,-39,-10,39
50,36,-14,-43,32,11,-44,-47,-51,-39,-8,40
50,37,-13,-43,32,12,-45,-48,-51,-38,-6,40
44,33,-11,-39,28,11,-48,-48,-50,-36,-8,35
45,31,-14,-38,30,8,-47,-48,-50,-35,-7,31
44,27,-16,-35,30,6,-44,-49,-50,-39,-21,26
41,25,-16,-33,28,5,-39,-48,-48,-40,-26,20
38,24,-14,-31,26,5,-35,-47,-45,-40,-32,17
31,19,-13,-25,22,3,-33,-45,-42,-43,-39,16
29,13,-17,-21,23,-2,-34,-42,-41,-44,-37,18
28,9,-18,-19,23,-4,-33,-41,-41,-46,-39,20
29,10,-20,-19,25,-5,-28,-40,-41,-44,-31,20
33,11,-22,-22,27,-6,-28,-41,-42,-44,-27,22
32,11,-21,-21,27,-5,-31,-44,-42,-43,-28,21
34,11,-23,-23,28,-6,-30,-43,-42,-43,-24,23
32,11,-21,-21,27,-5,-27,-43,-39,-48,-32,27
30,9,-21,-19,25,-6,-22,-40,-39,-47,-30,26
28,7,-22,-17,25,-7,-19,-39,-42,-47,-30,24
25,5,-20,-15,22,-8,-18,-37,-40,-48,-34,23
26,5,-22,-15,24,-9,-20,-34,-38,-48,-31,24
27,3,-24,-15,26,-11,-20,-35,-36,-50,-33,24
30,1,-29,-16,30,-14,-15,-34,-35,-49,-25,22
33,0,-33,-16,33,-16,-14,-35,-35,-49,-22,22
31,-1,-32,-15,31,-16,-14,-35,-35,-49,-23,20
32,-3,-35,-15,33,-19,-11,-32,-34,-47,-18,21
30,-7,-36,-12,33,-21,-6,-28,-29,-47,-21,23
30,-11,-41,-10,35,-26,-2,-25,-26,-47,-20,19
32,-14,-47,-9,39,-30,-1,-26,-25,-48,-25,15
32,-20,-51,-6,41,-36,-2,-25,-23,-49,-30,11
35,-25,-60,-5,47,-42,-4,-22,-24,-48,-25,11
36,-30,-66,-3,51,-48,-1,-20,-24,-49,-26,11
38,-34,-73,-2,56,-54,6,-16,-24,-48,-19,11
37,-37,-74,0,55,-55,7,-13,-24,-47,-14,13
28,-39,-67,5,48,-53,6,-10,-21,-45,-12,14
29,-37,-66,4,48,-52,6,-7,-21,-42,-4,15
31,-34,-65,2,48,-50,6,-8,-19,-44,-7,17
32,-33,-65,0,49,-49,10,-5,-18,-42,-3,15
35,-31,-66,-2,50,-49,13,-3,-17,-41,-3,15
34,-32,-67,-1,51,-50,15,0,-15,-40,-9,13
39,-33,-72,-3,56,-53,15,5,-12,-38,-9,12
37,-37,-74,0,55,-56,16,10,-11,-36,-13,15
33,-43,-76,5,55,-59,22,17,-11,-30,-5,19
33,-48,-81,7,57,-64,23,21,-10,-26,1,20
30,-55,-85,12,58,-70,22,25,-8,-22,6,17
32,-58,-90,13,61,-74,24,30,-7,-20,10,15
31,-60,-92,14,61,-76,27,33,-7,-22,1,14
33,-61,-94,14,63,-77,32,39,-5,-19,3,15
37,-58,-95,11,66,-77,34,45,-4,-16,5,20
35,-59,-94,12,64,-76,34,49,-3,-14,5,22
35,-59,-94,12,64,-77,32,51,-3,-12,11,22
30,-61,-91,15,61,-76,34,53,-2,-12,8,21
26,-62,-89,18,57,-76,42,57,1,-11,12,18
25,-66,-91,20,58,-79,42,60,2,-9,12,15
22,-72,-95,25,58,-84,40,62,4,-9,9,8
24,-75,-99,25,62,-87,39,64,2,-8,11,3
24,-77,-100,26,62,-89,39,63,1,-10,2,-1
21,-80,-101,29,61,-90,43,66,0,-9,1,-5
18,-82,-100,32,59,-91,47,68,0,-7,-2,-6
15,-86,-101,35,58,-94,47,69,2,-6,-6,-10
21,-88,-108,34,64,-98,44,71,4,-4,-2,-12
22,-89,-111,33,67,-100,45,73,7,-4,-8,-17
25,-90,-115,33,70,-103,51,77,10,-4,-8,-26
26,-91,-118,32,72,-105,52,81,12,-2,-10,-31
23,-95,-118,36,70,-106,52,87,15,0,-15,-36
22,-96,-118,37,70,-108,52,91,16,1,-13,-38
18,-98,-115,40,66,-107,53,90,16,-2,-21,-37
15,-99,-114,42,64,-107,55,91,16,-4,-21,-40
15,-99,-114,42,64,-107,55,91,14,-6,-24,-41
12,-101,-113,44,62,-107,52,91,14,-9,-29,-44
15,-101,-116,43,65,-109,44,92,12,-9,-28,-44
15,-101,-117,43,66,-109,44,91,9,-11,-34,-43
18,-101,-118,41,68,-110,49,93,6,-10,-30,-41
19,-101,-120,41,69,-110,48,92,2,-10,-30,-43
15,-103,-118,44,66,-111,45,92,1,-10,-33,-49
18,-103,-121,42,70,-112,43,91,1,-11,-33,-52
21,-102,-123,40,72,-112,42,88,4,-16,-44,-54
22,-99,-121,38,72,-110,41,87,4,-18,-46,-54
23,-94,-117,36,70,-106,38,85,3,-19,-51,-51
20,-91,-111,36,65,-101,32,82,2,-20,-53,-51
21,-87,-108,33,65,-98,22,80,0,-17,-45,-52
23,-83,-105,30,64,-94,19,76,-3,-19,-48,-51
29,-77,-105,24,67,-91,24,74,-7,-21,-45,-49
33,-73,-106,20,69,-89,23,72,-10,-22,-44,-47
31,-72,-104,20,68,-88,23,72,-11,-23,-44,-49
32,-70,-103,19,67,-86,21,72,-13,-23,-41,-48
29,-69,-97,20,63,-83,20,69,-12,-28,-50,-47
29,-68,-97,20,63,-83,21,68,-13,-30,-51,-47
32,-67,-99,17,66,-83,20,65,-15,-33,-57,-44
30,-68,-98,19,64,-83,16,60,-17,-36,-65,-46
31,-67,-98,18,64,-83,6,55,-20,-37,-65,-48
30,-67,-96,18,63,-82,3,48,-24,-43,-75,-50
32,-65,-97,17,65,-81,7,43,-29,-47,-76,-52
32,-64,-96,16,64,-80,7,40,-31,-49,-79,-51
27,-65,-91,19,59,-78,7,40,-28,-49,-83,-51
28,-64,-92,18,60,-78,6,40,-30,-50,-82,-50
28,-63,-91,17,59,-77,4,38,-33,-56,-92,-50
27,-63,-90,18,58,-76,3,35,-37,-59,-95,-50
25,-62,-87,18,56,-75,1,29,-43,-62,-101,-45
23,-61,-83,19,53,-72,-2,22,-46,-65,-108,-43
26,-57,-82,15,54,-69,-9,14,-49,-67,-106,-38
27,-52,-78,13,52,-65,-11,9,-52,-70,-110,-38
30,-45,-75,8,52,-60,-8,7,-54,-70,-103,-42
32,-42,-74,5,53,-58,-7,3,-57,-71,-105,-45
29,-44,-72,8,50,-58,-5,-1,-59,-72,-112,-52
31,-46,-77,7,54,-62,-7,-6,-62,-75,-115,-58
32,-51,-82,10,57,-67,-13,-13,-65,-82,-130,-65
31,-55,-86,12,58,-70,-13,-19,-69,-86,-138,-72
29,-58,-87,15,58,-73,-13,-26,-75,-91,-151,-78
23,-63,-86,20,54,-75,-15,-29,-78,-96,-162,-80
21,-66,-87,23,54,-77,-21,-29,-80,-100,-163,-76
20,-70,-90,25,54,-80,-25,-31,-82,-104,-170,-74
23,-73,-95,25,59,-84,-27,-34,-85,-107,-164,-73
22,-74,-96,26,59,-86,-33,-36,-88,-108,-163,-73
15,-77,-92,31,54,-85,-40,-37,-90,-107,-162,-76
14,-80,-94,33,54,-87,-47,-39,-95,-109,-160,-78
12,-84,-96,36,53,-90,-53,-43,-102,-114,-169,-82
13,-88,-101,37,57,-95,-56,-47,-110,-118,-174,-88
19,-91,-110,36,64,-100,-58,-53,-119,-124,-185,-93
15,-95,-111,40,63,-103,-60,-54,-124,-128,-192,-97
12,-99,-110,43,61,-105,-65,-52,-127,-128,-189,-98
13,-101,-113,44,63,-107,-67,-55,-132,-132,-197,-100
21,-101,-122,40,71,-112,-66,-60,-139,-135,-197,-104
25,-102,-128,39,76,-115,-69,-63,-144,-138,-199,-103
24,-106,-129,41,76,-118,-72,-64,-145,-138,-200,-100
26,-104,-130,39,78,-117,-70,-64,-145,-135,-193,-97
24,-102,-126,39,74,-114,-64,-66,-142,-134,-192,-94
20,-100,-121,40,71,-111,-52,-63,-137,-128,-186,-93
16,-99,-116,41,66,-108,-38,-59,-131,-121,-186,-91
11,-100,-112,44,61,-106,-27,-53,-122,-118,-188,-90
12,-101,-113,44,62,-107,-20,-45,-114,-116,-185,-87
13,-101,-114,44,63,-107,-11,-40,-108,-115,-187,-87
18,-100,-118,41,68,-109,2,-36,-105,-111,-177,-88
20,-102,-122,41,71,-112,12,-32,-100,-109,-175,-88
17,-108,-125,45,71,-116,22,-27,-92,-108,-177,-90
17,-109,-126,46,71,-118,30,-23,-84,-105,-172,-87
12,-110,-122,49,67,-116,35,-21,-75,-105,-176,-82
9,-113,-122,52,65,-118,42,-16,-65,-100,-169,-79
6,-117,-123,55,65,-120,48,-12,-54,-92,-166,-73
7,-116,-122,54,64,-119,50,-7,-44,-86,-165,-65
15,-108,-123,46,69,-116,47,-2,-37,-80,-158,-51
19,-101,-121,41,70,-111,48,3,-31,-74,-156,-45
25,-95,-120,35,72,-108,55,8,-25,-66,-142,-43
26,-91,-117,33,71,-104,60,12,-17,-59,-136,-40
19,-92,-111,36,65,-102,65,15,-6,-52,-132,-37
18,-92,-110,37,64,-101,69,22,2,-45,-123,-33
15,-93,-108,39,61,-101,72,28,8,-42,-124,-29
12,-93,-105,41,58,-99,76,33,12,-37,-118,-28
9,-92,-101,42,54,-97,80,34,15,-35,-118,-27
4,-91,-95,43,49,-93,79,35,18,-32,-117,-26
4,-87,-92,41,48,-90,72,37,20,-26,-108,-21
5,-84,-89,39,47,-87,72,36,25,-23,-107,-20
11,-79,-90,34,50,-84,76,37,31,-16,-97,-22
14,-75,-89,30,51,-82,76,37,35,-12,-95,-19
11,-74,-85,31,48,-80,76,39,39,-8,-95,-15
15,-68,-84,26,49,-76,73,40,40,-4,-87,-12
18,-62,-80,22,48,-71,67,39,42,-1,-87,-11
18,-55,-73,19,45,-64,64,38,41,1,-84,-12
16,-48,-64,16,40,-57,61,35,37,2,-88,-11
15,-42,-57,14,36,-50,57,32,35,2,-91,-8
21,-34,-55,7,38,-45,49,27,32,2,-86,2
18,-27,-46,4,32,-37,45,23,31,0,-87,9
14,-19,-34,3,24,-27,46,22,30,1,-78,14
12,-13,-25,1,18,-19,41,18,27,2,-74,15
7,-9,-16,1,11,-12,37,16,25,5,-72,11
6,-8,-14,1,10,-11,32,14,20,4,-71,8
1,-12,-13,6,7,-13,28,11,16,-2,-82,2
-3,-14,-12,8,4,-13,28,9,11,-5,-85,-2
-7,-15,-8,11,0,-12,28,5,5,-10,-93,-4
-8,-13,-5,11,-2,-9,27,5,5,-12,-96,-5
-2,-8,-6,5,2,-7,24,7,7,-9,-90,-3
0,-5,-5,2,2,-5,22,5,8,-8,-92,-4
4,0,-4,-2,4,-2,23,5,8,-5,-86,-6
6,3,-3,-5,4,0,21,3,6,-4,-86,-5
3,3,0,-3,1,1,19,2,6,-3,-87,-4
7,7,0,-7,4,3,17,1,5,-2,-82,-2
10,10,1,-10,4,5,15,-3,6,-6,-86,-3
12,13,1,-13,6,7,19,-3,7,-8,-85,-3
14,15,1,-14,6,7,23,-1,8,-11,-91,0
14,17,3,-16,5,10,23,0,9,-9,-93,2
18,22,4,-20,7,13,18,0,9,-4,-87,9
19,22,4,-21,7,13,17,1,8,-3,-89,12
22,21,0,-21,11,10,20,4,6,-2,-81,13
24,21,-4,-23,14,8,19,6,5,-2,-78,17
25,19,-5,-22,15,7,19,9,6,-1,-75,18
28,23,-5,-26,16,9,16,11,4,1,-67,20
27,28,0,-28,13,14,11,11,4,-1,-68,21
29,31,2,-30,13,17,12,11,4,0,-64,19
31,34,3,-32,14,18,13,9,6,-1,-68,19
27,33,7,-30,10,20,10,1,3,-4,-76,10
24,34,10,-29,7,21,2,-10,-4,-8,-82,0
16,35,19,-26,-1,27,2,-29,-10,-18,-100,-18
10,39,29,-24,-10,33,7,-52,-16,-30,-112,-41
0,34,34,-17,-17,33,18,-74,-20,-44,-137,-73
-16,21,37,-3,-27,29,34,-94,-21,-60,-168,-116
-29,3,33,13,-31,18,58,-102,-17,-76,-200,-165
-48,-21,28,35,-38,3,88,-104,-8,-97,-245,-221
-71,-52,19,62,-46,-17,129,-102,8,-114,-290,-297
-99,-89,9,94,-54,-40,177,-100,30,-132,-346,-385
-136,-139,-3,137,-67,-71,228,-94,52,-151,-412,-495
-175,-195,-21,185,-78,-108,281,-86,73,-170,-481,-617
-220,-261,-40,240,-90,-151,342,-68,103,-187,-560,-748
-266,-330,-65,298,-101,-198,410,-41,140,-199,-631,-886
-316,-406,-90,361,-113,-249,468,-14,177,-207,-705,-1022
-373,-487,-115,430,-129,-301,521,15,218,-210,-776,-1162
-419,-560,-141,490,-139,-351,551,42,252,-206,-838,-1256
-465,-630,-165,547,-150,-398,564,67,284,-201,-907,-1320
-478,-674,-196,576,-142,-435,569,113,317,-165,-911,-1309
-470,-700,-230,585,-120,-465,563,170,350,-110,-881,-1239
-443,-709,-266,576,-89,-488,539,242,381,-33,-792,-1114
-395,-701,-307,548,-44,-504,497,325,409,63,-653,-938
-343,-664,-322,504,-11,-493,449,389,434,162,-492,-749
-280,-602,-322,441,20,-462,399,444,457,270,-296,-544
-219,-529,-310,374,45,-419,348,485,483,375,-110,-349
-161,-447,-286,304,62,-367,301,516,512,480,75,-165
-104,-353,-249,228,73,-301,247,530,526,566,238,-2
-55,-251,-196,153,70,-224,191,526,532,633,368,138
-14,-159,-144,86,65,-152,146,512,527,681,476,238
18,-74,-92,28,55,-83,109,486,513,708,548,306
39,-11,-51,-14,45,-31,77,452,489,706,578,335
59,37,-22,-48,40,7,47,412,453,682,578,338
71,69,-2,-70,36,33,27,366,410,635,542,328
84,91,7,-88,38,49,16,320,361,577,497,309
91,105,14,-98,38,59,9,284,314,516,444,293
91,110,19,-101,36,64,10,256,272,454,392,274
94,114,20,-104,37,67,8,230,232,396,348,258
92,116,24,-104,34,70,5,203,197,338,297,239
89,116,26,-103,31,71,6,176,165,288,258,217
84,115,31,-100,26,73,7,148,136,243,216,195
76,113,36,-95,20,74,6,123,115,201,176,170
73,112,39,-93,17,75,0,100,96,165,143,148
68,110,42,-89,12,76,-1,84,81,133,106,128
67,108,41,-88,13,75,1,75,67,110,83,112
66,104,37,-85,14,70,0,69,55,90,59,101
64,95,31,-79,16,62,-1,66,46,76,42,90
68,86,18,-78,25,52,-5,61,34,61,30,88
71,76,5,-73,32,40,-9,52,22,42,10,87
70,66,-3,-68,36,31,-8,47,13,29,5,85
63,57,-6,-60,34,25,-6,40,5,17,-3,82
57,52,-5,-54,30,23,-5,33,0,7,-13,71
55,52,-4,-53,29,24,-9,25,-5,-1,-18,59
50,50,0,-50,24,25,-11,17,-8,-10,-35,51
48,50,2,-49,23,26,-9,11,-12,-17,-44,46
49,52,2,-51,23,27,-11,7,-16,-21,-53,46
50,52,2,-51,24,27,-11,7,-19,-23,-57,47
55,54,-1,-55,28,26,-12,8,-25,-23,-53,48
56,54,-1,-55,28,26,-12,7,-29,-26,-56,47
55,54,0,-55,27,27,-9,6,-32,-28,-54,45
50,54,4,-52,23,28,-5,2,-34,-33,-60,44
48,53,4,-50,21,28,-4,-1,-34,-37,-65,39
54,54,0,-54,26,27,-7,-4,-35,-40,-66,35
51,51,0,-51,25,25,-9,-7,-35,-45,-74,32
49,48,-1,-49,25,23,-10,-7,-36,-47,-69,31
49,47,-2,-48,25,22,-12,-7,-38,-49,-70,35
49,48,-1,-48,24,23,-10,-6,-39,-51,-69,40
53,50,-3,-51,28,23,-10,-4,-41,-51,-63,44
54,49,-4,-52,29,22,-8,-4,-41,-54,-66,45
51,48,-3,-50,27,22,-5,-4,-42,-56,-64,39
44,46,2,-45,21,23,-1,-8,-42,-59,-71,32
37,42,5,-40,16,24,-2,-11,-42,-63,-80,22
36,41,5,-39,15,23,-8,-13,-43,-66,-86,16
35,40,5,-37,14,22,-12,-16,-43,-71,-97,13
39,40,2,-40,18,21,-13,-16,-44,-74,-95,13
38,40,3,-39,17,21,-16,-17,-47,-75,-97,14
32,38,7,-35,12,22,-17,-15,-50,-74,-95,13
36,39,3,-38,16,21,-20,-15,-52,-74,-90,14
40,40,0,-40,20,19,-25,-18,-52,-77,-94,15
44,42,-2,-43,23,19,-20,-17,-50,-77,-90,15
45,44,-1,-44,22,21,-11,-16,-47,-79,-94,17
38,41,3,-40,17,22,-9,-14,-45,-78,-96,14
32,38,6,-35,13,21,-15,-12,-44,-75,-94,11
26,35,9,-31,8,22,-17,-14,-44,-76,-99,9
27,35,8,-31,9,21,-15,-16,-45,-75,-94,9
28,34,6,-31,10,20,-16,-19,-45,-74,-95,12
27,31,4,-29,11,17,-14,-19,-45,-71,-95,13
31,32,1,-31,14,16,-16,-20,-47,-70,-90,16
31,34,3,-33,14,18,-20,-23,-48,-72,-92,16
30,34,4,-32,13,18,-17,-24,-48,-71,-90,14
26,31,5,-29,10,18,-11,-28,-48,-72,-97,12
23,30,7,-27,8,18,-9,-29,-47,-72,-103,9
27,32,5,-30,11,18,-13,-31,-47,-72,-104,10
29,33,4,-31,12,19,-14,-31,-46,-73,-110,9
34,35,1,-35,16,18,-13,-30,-46,-72,-105,7
37,35,-2,-36,19,16,-14,-30,-46,-72,-107,9
36,32,-4,-34,19,14,-14,-30,-45,-72,-108,10
37,33,-5,-35,21,14,-17,-30,-44,-71,-104,12
34,33,-1,-34,17,16,-19,-32,-41,-72,-108,12
33,34,1,-34,16,17,-16,-31,-41,-70,-106,7
32,36,4,-34,13,20,-10,-33,-42,-71,-112,1
29,37,8,-33,10,23,-8,-33,-44,-73,-120,-4
31,42,11,-36,9,26,-14,-34,-47,-76,-126,-5
29,44,16,-37,6,30,-15,-36,-49,-79,-133,-4
30,48,18,-39,6,32,-15,-36,-50,-78,-125,-1
29,47,18,-38,5,32,-13,-37,-49,-77,-123,1
25,42,18,-34,3,30,-8,-36,-46,-76,-119,-1
27,39,13,-33,7,26,-10,-32,-46,-75,-115,-2
27,35,8,-31,9,21,-14,-26,-45,-78,-122,-5
27,33,6,-30,10,19,-13,-27,-45,-78,-121,-6
26,33,7,-30,9,20,-8,-34,-45,-80,-127,-4
24,31,7,-28,8,19,-6,-38,-41,-81,-131,-4
26,31,4,-29,11,17,-9,-42,-35,-81,-131,-3
26,30,5,-28,10,17,-10,-47,-34,-82,-135,-5
28,32,4,-31,12,18,-11,-50,-37,-81,-130,-8
29,35,6,-32,11,20,-11,-55,-40,-82,-131,-9
27,36,8,-32,9,22,-9,-58,-44,-83,-132,-11
28,38,11,-33,8,24,-8,-58,-45,-81,-131,-12
23,39,16,-31,3,27,-8,-57,-44,-79,-138,-15
21,37,16,-29,2,26,-4,-58,-43,-79,-138,-17
18,33,15,-25,1,24,1,-62,-43,-84,-146,-19
14,31,18,-23,-3,24,2,-64,-44,-88,-152,-21
14,35,21,-24,-4,27,-2,-66,-48,-92,-153,-21
11,33,22,-22,-6,27,-4,-67,-49,-96,-159,-23
11,29,19,-20,-4,24,-4,-66,-49,-96,-153,-26
11,30,19,-21,-4,24,-4,-67,-51,-98,-154,-25
11,32,22,-22,-6,27,-1,-68,-51,-99,-154,-24
12,35,23,-24,-6,29,-3,-70,-55,-101,-152,-24
8,36,28,-22,-10,32,-8,-75,-59,-106,-159,-27
7,35,28,-21,-11,31,-8,-78,-61,-108,-160,-32
5,32,27,-19,-11,29,-6,-83,-61,-111,-170,-36
2,27,25,-15,-12,25,-5,-87,-59,-113,-176,-40
3,23,19,-13,-8,21,-6,-89,-59,-113,-177,-41
1,18,17,-10,-8,17,-4,-92,-56,-116,-185,-41
3,16,13,-10,-5,14,-1,-92,-53,-117,-183,-42
2,14,12,-8,-6,13,1,-95,-52,-119,-186,-43
-3,11,14,-4,-9,12,4,-96,-50,-121,-186,-48
-3,11,14,-4,-9,12,1,-99,-50,-124,-186,-52
-5,10,15,-2,-11,12,-4,-103,-50,-132,-197,-57
-5,7,12,-1,-9,9,-3,-106,-50,-136,-199,-60
-6,3,9,1,-8,6,1,-111,-50,-140,-208,-61
-7,1,8,3,-8,4,3,-114,-51,-144,-213,-63
-3,2,5,0,-4,3,0,-115,-53,-146,-214,-63
-10,3,12,3,-11,7,1,-116,-52,-147,-219,-62
-19,4,23,7,-21,13,4,-114,-49,-145,-213,-61
-22,4,26,9,-24,15,7,-113,-45,-143,-214,-61
-22,3,25,9,-24,13,14,-111,-41,-140,-211,-63
-19,3,22,8,-21,12,15,-111,-38,-138,-207,-62
-20,2,22,9,-22,12,15,-112,-35,-139,-211,-60
-22,1,23,10,-23,11,19,-111,-33,-137,-206,-59
-26,-1,25,13,-26,12,24,-110,-32,-136,-206,-58
-32,-4,29,18,-31,12,28,-109,-29,-135,-207,-59
-34,-5,29,19,-32,12,28,-109,-28,-134,-207,-60
-39,-8,31,23,-35,11,28,-109,-27,-135,-210,-61
-39,-10,30,24,-35,10,27,-108,-27,-134,-202,-61
-39,-11,28,25,-34,8,28,-107,-27,-134,-202,-61
-39,-13,26,26,-33,6,32,-104,-27,-132,-201,-62
-38,-13,24,25,-31,5,31,-100,-25,-129,-195,-61
-42,-15,27,28,-35,6,29,-97,-18,-128,-197,-61
-40,-15,25,27,-33,5,31,-97,-15,-125,-190,-62
-37,-15,23,26,-30,4,34,-102,-14,-125,-191,-62
-38,-16,22,26,-30,3,35,-103,-10,-122,-191,-61
-36,-15,21,26,-29,2,34,-102,-7,-119,-190,-58
-35,-16,19,25,-28,1,34,-100,-3,-117,-192,-57
-29,-16,13,22,-22,-1,36,-97,-2,-114,-184,-57
-30,-19,11,24,-21,-5,39,-95,-1,-111,-183,-58
-36,-26,10,31,-23,-8,44,-90,2,-108,-179,-62
-38,-32,5,35,-22,-14,45,-87,4,-106,-175,-65
-42,-41,1,41,-22,-20,43,-85,8,-107,-179,-70
-44,-47,-3,45,-21,-25,47,-79,11,-105,-177,-73
-47,-53,-6,50,-21,-29,52,-74,14,-103,-184,-73
-48,-57,-9,52,-20,-34,54,-70,15,-103,-187,-74
-42,-58,-16,50,-14,-38,51,-68,12,-105,-187,-74
-42,-60,-18,51,-13,-39,51,-64,14,-105,-189,-75
-40,-60,-20,50,-11,-40,55,-57,16,-100,-178,-74
-38,-57,-20,47,-9,-39,56,-53,17,-98,-176,-75
-36,-54,-18,44,-9,-36,59,-48,19,-96,-172,-79
-33,-53,-20,43,-7,-37,57,-43,18,-94,-167,-81
